tablescraper-selected-row,blank,blank href,blank 2,3350
,CI GoldBullionC$Unhg,https://money-tmx-com/en/quote/VALT-B/company,VALT-B,
,CI GoldBullion US Un,https://money-tmx-com/en/quote/VALT-U/company,VALT-U,
,,,,
CI Gold+ Giants Covered Call ETF,CI Gld+GiantCovr Heg,https://money-tmx-com/en/quote/CGXF/company,CGXF,
,CI Gold+GiantCovr US,https://money-tmx-com/en/quote/CGXF-U/company,CGXF-U,
,,,,
CI Growth Asset Allocation ETF,CI Grwth AssetAlloc,https://money-tmx-com/en/quote/CGRO/company,CGRO,
,,,,
CI Health Care Giants Covered Call ETF,CI HealthCareCovr HG,https://money-tmx-com/en/quote/FHI/company,FHI,
,CI HlthCr GiaCovUnHg,https://money-tmx-com/en/quote/FHI-B/company,FHI-B,
,CI HlthCareCovrHegUS,https://money-tmx-com/en/quote/FHI-U/company,FHI-U,
,,,,
CI High Interest Savings ETF,CI HiInterestSvgs Un,https://money-tmx-com/en/quote/CSAV/company,CSAV,
,,,,
CI ICBCCS S&P China 500 Index ETF,CI ICBCCS SPChi500NH,https://money-tmx-com/en/quote/CHNA-B/company,CHNA-B,
,,,,
CI Investment Grade Bond ETF,CI Invest GrdBnd Heg,https://money-tmx-com/en/quote/FIG/company,FIG,
,CI InvestGrdBndHG US,https://money-tmx-com/en/quote/FIG-U/company,FIG-U,
,,,,
CI Marret Alternative Absolute Return Bond Fund,CI Marret RetBondC$,https://money-tmx-com/en/quote/CMAR/company,CMAR,
,CI MarretAltRetBndUS,https://money-tmx-com/en/quote/CMAR-U/company,CMAR-U,
,,,,
CI Marret Alternative Enhanced Yield Fund,CI MarretAltEnhYldC$,https://money-tmx-com/en/quote/CMEY/company,CMEY,
,CI MarretEnhanYld U$,https://money-tmx-com/en/quote/CMEY-U/company,CMEY-U,
,,,,
CI Money Market ETF,CI Money Mkt ETF Un,https://money-tmx-com/en/quote/CMNY/company,CMNY,
,,,,
CI Morningstar Canada Momentum Index ETF,CI MornstrCA MomntUn,https://money-tmx-com/en/quote/WXM/company,WXM,
,,,,
CI Morningstar Canada Value Index ETF,CI Mornstr CA Val Un,https://money-tmx-com/en/quote/FXM/company,FXM,
,,,,
CI Morningstar International Momentum Index ETF,CI MornstrIntlMomnHG,https://money-tmx-com/en/quote/ZXM/company,ZXM,
,CI MornstIntlMomUnhg,https://money-tmx-com/en/quote/ZXM-B/company,ZXM-B,
,,,,
CI Morningstar International Value Index ETF,CI Mornstr IntlValHG,https://money-tmx-com/en/quote/VXM/company,VXM,
,CI Morn IntlVal Unhg,https://money-tmx-com/en/quote/VXM-B/company,VXM-B,
,,,,
CI Morningstar National Bank Québec Index ETF,CI Mornstar NatBk QC,https://money-tmx-com/en/quote/QXM/company,QXM,
,,,,
CI Morningstar US Momentum Index ETF,CI Morn US Moment HG,https://money-tmx-com/en/quote/YXM/company,YXM,
,CI Morn US MomntUnhg,https://money-tmx-com/en/quote/YXM-B/company,YXM-B,
,,,,
CI Morningstar US Value Index ETF,CI Mornstr US Val HG,https://money-tmx-com/en/quote/XXM/company,XXM,
,CI Mornstr USValUnhg,https://money-tmx-com/en/quote/XXM-B/company,XXM-B,
,,,,
CI MSCI Canada Quality Index Class ETF,CI MSCI CAQualCl ETF,https://money-tmx-com/en/quote/FQC/company,FQC,
,,,,
CI Munro Alternative Global Growth Fund,CI MunroAltGlbGrowC$,https://money-tmx-com/en/quote/CMAG/company,CMAG,
,CI MunroAlGlbGroUSHg,https://money-tmx-com/en/quote/CMAG-U/company,CMAG-U,
,,,,
CI Munro Global Growth Equity Fund,CI Munro GrowthEq C$,https://money-tmx-com/en/quote/CMGG/company,CMGG,
,CI MunroGrwthEqUS Hg,https://money-tmx-com/en/quote/CMGG-U/company,CMGG-U,
,,,,
CI ONE Global Equity ETF,CI One GlblEq ETF Un,https://money-tmx-com/en/quote/ONEQ/company,ONEQ,
,,,,
CI ONE North American Core Plus Bond ETF,CI One NA Core+Bond,https://money-tmx-com/en/quote/ONEB/company,ONEB,
,,,,
CI Preferred Share ETF,CI Preferred Shr Un,https://money-tmx-com/en/quote/FPR/company,FPR,
,,,,
CI Short Term Government Bond Index Class ETF,CI ST GovtBondCl ETF,https://money-tmx-com/en/quote/FGB/company,FGB,
,,,,
CI Tech Giants Covered Call ETF,CI TechGntCovrCallHG,https://money-tmx-com/en/quote/TXF/company,TXF,
,CI TechGiaCovCalUnHg,https://money-tmx-com/en/quote/TXF-B/company,TXF-B,
,CI TechGiantCvClHgUS,https://money-tmx-com/en/quote/TXF-U/company,TXF-U,
,,,,
CI U-S- & Canada Lifeco Covered Call ETF,CI US&CA LifecoCv HG,https://money-tmx-com/en/quote/FLI/company,FLI,
,,,,
CI U-S- Enhanced Momentum Index ETF,CI US EnhncMomntm Hg,https://money-tmx-com/en/quote/CMOM/company,CMOM,
,CI US EnhncMomntm UH,https://money-tmx-com/en/quote/CMOM-B/company,CMOM-B,
,,,,
CI U-S- Enhanced Value Index ETF,CI US Enhanc Val Heg,https://money-tmx-com/en/quote/CVLU/company,CVLU,
,CI US EnhancVal UnHg,https://money-tmx-com/en/quote/CVLU-B/company,CVLU-B,
,,,,
CI U-S- Minimum Downside Volatility Index ETF,CI US MinDwnsVoltyHG,https://money-tmx-com/en/quote/CUDV/company,CUDV,
,CI US MinDwnsVoltyUH,https://money-tmx-com/en/quote/CUDV-B/company,CUDV-B,
,,,,
CI U-S- Money Market ETF,CI US Money Mkt US,https://money-tmx-com/en/quote/UMNY-U/company,UMNY-U,
,,,,
CI U-S- Trendleaders Index ETF,CI US TrendLeadrs HG,https://money-tmx-com/en/quote/SID/company,SID,
,,,,
CI Utilities Giants Covered Call ETF,CI Util GianCall Heg,https://money-tmx-com/en/quote/CUTL/company,CUTL,
,CI Util GianCal Unhg,https://money-tmx-com/en/quote/CUTL-B/company,CUTL-B,
,,,,
CI WisdomTree Canada Quality Dividend Growth Index ETF,CI WisdomCA QualDvNH,https://money-tmx-com/en/quote/DGRC/company,DGRC,
,,,,
CI WisdomTree Emerging Markets Dividend Index ETF,CI Wisdom3EmrgMktDiv,https://money-tmx-com/en/quote/EMV-B/company,EMV-B,
,,,,
CI WisdomTree Europe Hedged Equity Index ETF,CI WisdomTreeEU EqHG,https://money-tmx-com/en/quote/EHE/company,EHE,
,CI WisdomTrEU EqN-Hg,https://money-tmx-com/en/quote/EHE-B/company,EHE-B,
,,,,
CI WisdomTree International Quality Dividend Growth Index ETF,CI WisdomTrIntlDivHG,https://money-tmx-com/en/quote/IQD/company,IQD,
,CI Wisdom3IntlDvNn-H,https://money-tmx-com/en/quote/IQD-B/company,IQD-B,
,,,,
CI WisdomTree International Quality Dividend Growth Variably Hedged Index ETF,CIWisdom3IntlDvVarHg,https://money-tmx-com/en/quote/DQI/company,DQI,
,,,,
CI WisdomTree Japan Equity Index ETF,CI WisdomTr JpnEqHeg,https://money-tmx-com/en/quote/JAPN/company,JAPN,
,CI WisdomTrJpnEqNnHg,https://money-tmx-com/en/quote/JAPN-B/company,JAPN-B,
,,,,
CI WisdomTree U-S- MidCap Dividend Index ETF,CI WisdomTrUS MdDvHg,https://money-tmx-com/en/quote/UMI/company,UMI,
,CI Wisdom3USMDivNnHg,https://money-tmx-com/en/quote/UMI-B/company,UMI-B,
,,,,
CI WisdomTree U-S- Quality Dividend Growth Index ETF,CI WisdomTrUSDivGrHG,https://money-tmx-com/en/quote/DGR/company,DGR,
,CI WisdomTrUSDivN-HG,https://money-tmx-com/en/quote/DGR-B/company,DGR-B,
,,,,
CI WisdomTree U-S- Quality Dividend Growth Variably Hedged Index ETF,CI Wisdom3USDvVaryHg,https://money-tmx-com/en/quote/DQD/company,DQD,
,,,,
CI Yield Enhanced Canada Aggregate Bond Index ETF,CI YldEnhc CA Bnd NH,https://money-tmx-com/en/quote/CAGG/company,CAGG,
,,,,
CI Yield Enhanced Canada Short-Term Aggregate Bond Index ETF,CI YldEnhCA ST BndNH,https://money-tmx-com/en/quote/CAGS/company,CAGS,
,,,,
CIBC Active Investment Grade Corporate Bond ETF,CIBC ActvInvCorpBond,https://money-tmx-com/en/quote/CACB/company,CACB,
,,,,
CIBC Active Investment Grade Floating Rate Bond ETF,CIBC ActvInvFltgBond,https://money-tmx-com/en/quote/CAFR/company,CAFR,
,,,,
CIBC Canadian Bond Index ETF,CIBC Cdn Bond ETF Un,https://money-tmx-com/en/quote/CCBI/company,CCBI,
,,,,
CIBC Canadian Equity Index ETF,CIBC Cdn Equity Un,https://money-tmx-com/en/quote/CCEI/company,CCEI,
,,,,
CIBC Canadian Short-Term Bond Index ETF,CIBC Cdn ST Bond Idx,https://money-tmx-com/en/quote/CSBI/company,CSBI,
,,,,
CIBC Conservative Fixed Income Pool,CIBC ConservFixdIncm,https://money-tmx-com/en/quote/CCNS/company,CCNS,
,,,,
CIBC Core Fixed Income Pool,CIBC CoreFixdIncm Un,https://money-tmx-com/en/quote/CCRE/company,CCRE,
,,,,
CIBC Core Plus Fixed Income Pool,CIBC Core+Fixed Incm,https://money-tmx-com/en/quote/CPLS/company,CPLS,
,,,,
CIBC Emerging Markets Equity Index ETF,CIBC Emerg Mkt Eq Un,https://money-tmx-com/en/quote/CEMI/company,CEMI,
,,,,
CIBC Flexible Yield ETF (CAD-Hedged),CIBC FlexYldCA-Hg Un,https://money-tmx-com/en/quote/CFLX/company,CFLX,
,,,,
CIBC Global Bond ex-Canada Index ETF (CAD-Hedged),CIBC Glb Bnd exCA-HG,https://money-tmx-com/en/quote/CGBI/company,CGBI,
,,,,
CIBC Global Growth ETF,CIBC Glbl Growth Un,https://money-tmx-com/en/quote/CGLO/company,CGLO,
,,,,
CIBC International Equity ETF,CIBC Int'l Equity Un,https://money-tmx-com/en/quote/CINT/company,CINT,
,,,,
CIBC International Equity Index ETF,CIBC Int'l Eq Idx Un,https://money-tmx-com/en/quote/CIEI/company,CIEI,
,,,,
CIBC International Equity Index ETF (CAD-Hedged),CIBC Intl Eq CA-Hegd,https://money-tmx-com/en/quote/CIEH/company,CIEH,
,,,,
CIBC U-S- Equity Index ETF,CIBC US Eqty Indx Un,https://money-tmx-com/en/quote/CUEI/company,CUEI,
,,,,
CIBC U-S- Equity Index ETF (CAD-Hedged),CIBC US EqIdx CA-Heg,https://money-tmx-com/en/quote/CUEH/company,CUEH,
,,,,
Cineplex Inc-,Cineplex Inc-,https://money-tmx-com/en/quote/CGX/company,CGX,
,Cineplex Inc- Deb,https://money-tmx-com/en/quote/CGX-DB-B/company,CGX-DB-B,
,,,,
Cipher Pharmaceuticals Inc-,Cipher Pharma,https://money-tmx-com/en/quote/CPH/company,CPH,
,,,,
Citadel Income Fund,Citadel Incm Fund Un,https://money-tmx-com/en/quote/CTF-UN/company,CTF-UN,
,,,,
Clairvest Group Inc-,Clairvest Group Inc,https://money-tmx-com/en/quote/CVG/company,CVG,
,,,,
Clarke Inc-,Clarke Inc-,https://money-tmx-com/en/quote/CKI/company,CKI,
,,,,
Co-operators General Insurance Company,Co-operators Sr C Pr,https://money-tmx-com/en/quote/CCS-PR-C/company,CCS-PR-C,
,,,,
Cogeco Communications Inc-,Cogeco Commun Inc SV,https://money-tmx-com/en/quote/CCA/company,CCA,
,,,,
Cogeco Inc-,Cogeco Inc- SV,https://money-tmx-com/en/quote/CGO/company,CGO,
,,,,
Colabor Group Inc-,Colabor Group Inc-,https://money-tmx-com/en/quote/GCL/company,GCL,
,,,,
Collective Mining Ltd-,Collective Mining J,https://money-tmx-com/en/quote/CNL/company,CNL,
,,,,
Colliers International Group Inc-,Colliers Intl Grp SV,https://money-tmx-com/en/quote/CIGI/company,CIGI,
,,,,
Commerce Split Corp-,Commerce Split Cap,https://money-tmx-com/en/quote/YCM/company,YCM,
,Commerce Split I Pr,https://money-tmx-com/en/quote/YCM-PR-A/company,YCM-PR-A,
,Commerce Split II Pr,https://money-tmx-com/en/quote/YCM-PR-B/company,YCM-PR-B,
,,,,
Computer Modelling Group Ltd-,Computer Modelling,https://money-tmx-com/en/quote/CMG/company,CMG,
,,,,
Condor Energies Inc-,Condor Energies J,https://money-tmx-com/en/quote/CDR/company,CDR,
,,,,
Condor Gold plc,Condor Gold plc J,https://money-tmx-com/en/quote/COG/company,COG,
,,,,
Conifex Timber Inc-,Conifex Timber Inc-,https://money-tmx-com/en/quote/CFF/company,CFF,
,,,,
Constellation Software Inc-,Constellation Softwr,https://money-tmx-com/en/quote/CSU/company,CSU,
,Constellation Sr1 Db,https://money-tmx-com/en/quote/CSU-DB/company,CSU-DB,
,,,,
Converge Technology Solutions Corp-,Converge TechSoltn J,https://money-tmx-com/en/quote/CTS/company,CTS,
,,,,
Copperleaf Technologies Inc-,Copperleaf Tech J,https://money-tmx-com/en/quote/CPLF/company,CPLF,
,,,,
Corby Spirit and Wine Limited,Corby Spirit&Wine A,https://money-tmx-com/en/quote/CSW-A/company,CSW-A,
,Corby Spirit&Wn B NV,https://money-tmx-com/en/quote/CSW-B/company,CSW-B,
,,,,
Corus Entertainment Inc-,Corus Entertnmnt B,https://money-tmx-com/en/quote/CJR-B/company,CJR-B,
,,,,
Coveo Solutions Inc-,Coveo Solution J SV,https://money-tmx-com/en/quote/CVO/company,CVO,
,,,,
Crescent Point Energy Corp-,Crescent Point Corp-,https://money-tmx-com/en/quote/CPG/company,CPG,
,,,,
Crescita Therapeutics Inc-,Crescita Therpeutc J,https://money-tmx-com/en/quote/CTX/company,CTX,
,,,,
Crew Energy Inc-,Crew Energy Inc-,https://money-tmx-com/en/quote/CR/company,CR,
,,,,
Crombie Real Estate Investment Trust,Crombie Real Est Un,https://money-tmx-com/en/quote/CRR-UN/company,CRR-UN,
,,,,
Cronos Group Inc-,Cronos Group Inc- J,https://money-tmx-com/en/quote/CRON/company,CRON,
,,,,
Crown Capital Partners Inc-,Crown Cap Partners J,https://money-tmx-com/en/quote/CRWN/company,CRWN,
,Crown CapPartJ 10%Db,https://money-tmx-com/en/quote/CRWN-NT/company,CRWN-NT,
,,,,
CT Real Estate Investment Trust,CT Rl Est Invest Un,https://money-tmx-com/en/quote/CRT-UN/company,CRT-UN,
,,,,
CU Inc-,CU Inc- Pr Ser 1,https://money-tmx-com/en/quote/CIU-PR-A/company,CIU-PR-A,
,CU Inc- Pr Ser 4,https://money-tmx-com/en/quote/CIU-PR-C/company,CIU-PR-C,
,,,,
"Curaleaf Holdings, Inc-",Curaleaf Holdings J,https://money-tmx-com/en/quote/CURA/company,CURA,
,,,,
"Currency Exchange International, Corp-",Currency Exch Int'l,https://money-tmx-com/en/quote/CXI/company,CXI,
,,,,
Cymbria Corporation,Cymbria Corp Cl A NV,https://money-tmx-com/en/quote/CYB/company,CYB,
,,,,
Evolve Automobile Innovation Index Fund,Evolve AutoInnov Heg,https://money-tmx-com/en/quote/CARS/company,CARS,
,Evolve AutoInnovUnHg,https://money-tmx-com/en/quote/CARS-B/company,CARS-B,
,Evolve AutomobUnhgUS,https://money-tmx-com/en/quote/CARS-U/company,CARS-U,
,,,,
Evolve Cyber Security Index Fund,Evolve Cyber Sec Heg,https://money-tmx-com/en/quote/CYBR/company,CYBR,
,Evolve CyberSecUnHg,https://money-tmx-com/en/quote/CYBR-B/company,CYBR-B,
,EvolveCybrSec UnhgUS,https://money-tmx-com/en/quote/CYBR-U/company,CYBR-U,
,,,,
Evolve US Banks Enhanced Yield Fund,Evolve USBkEnhanc Hg,https://money-tmx-com/en/quote/CALL/company,CALL,
,Evolve USBkEnhYldUhg,https://money-tmx-com/en/quote/CALL-B/company,CALL-B,
,Evolve USBkEnhnUhgUS,https://money-tmx-com/en/quote/CALL-U/company,CALL-U,
,,,,
First Trust Nasdaq Cybersecurity ETF,1st Tr NasdqCybrsec,https://money-tmx-com/en/quote/CIBR/company,CIBR,
,,,,
Horizons 0-3 Month T-Bill ETF,Horizons 0-3Mon T-bl,https://money-tmx-com/en/quote/CBIL/company,CBIL,
,,,,
Horizons Canadian Large Cap Equity Covered Call ETF,HorizonCA LrgCapEq E,https://money-tmx-com/en/quote/CNCC/company,CNCC,
,,,,
Horizons Carbon Credits ETF,Horizons CarbonCredt,https://money-tmx-com/en/quote/CARB/company,CARB,
,,,,
Horizons Copper Producers Index ETF,Horizons Copper A Un,https://money-tmx-com/en/quote/COPP/company,COPP,
,,,,
Horizons Enhanced Canadian Large Cap Equity Covered Call ETF,Horizn CdnLgCpEqCvCl,https://money-tmx-com/en/quote/CNCL/company,CNCL,
,,,,
Horizons Enhanced S&P/TSX 60 Index ETF,Horizn EnhnS&P/TSX60,https://money-tmx-com/en/quote/CANL/company,CANL,
,,,,
Horizons Global Semiconductor Index ETF,HoriznGlbSemiconduct,https://money-tmx-com/en/quote/CHPS/company,CHPS,
,HoriznGlbSemicondctU,https://money-tmx-com/en/quote/CHPS-U/company,CHPS-U,
,,,,
Horizons High Interest Savings ETF,Horizons HiIntSvgs A,https://money-tmx-com/en/quote/CASH/company,CASH,
,,,,
International Clean Power Dividend Fund,Int'l CleanPwr DivUn,https://money-tmx-com/en/quote/CLP-UN/company,CLP-UN,
,,,,
iShares 1-10 Year Laddered Corporate Bond Index ETF,iShre 1-10CorpBnd Un,https://money-tmx-com/en/quote/CBH/company,CBH,
,,,,
iShares 1-10 Year Laddered Government Bond Index ETF,iShre 1-10GovtBnd Un,https://money-tmx-com/en/quote/CLG/company,CLG,
,,,,
iShares 1-5 Year Laddered Corporate Bond Index ETF,iShre 1-5 CorpBnd Un,https://money-tmx-com/en/quote/CBO/company,CBO,
,,,,
iShares 1-5 Year Laddered Government Bond Index ETF,iShre 1-5 GovtBnd Un,https://money-tmx-com/en/quote/CLF/company,CLF,
,,,,
iShares Convertible Bond Index ETF,iShares ConvBond Un,https://money-tmx-com/en/quote/CVD/company,CVD,
,,,,
iShares Equal Weight Banc & Lifeco ETF,iShares EqWeight Un,https://money-tmx-com/en/quote/CEW/company,CEW,
,,,,
iShares Global Agriculture Index ETF,iShares GlblAgri Un,https://money-tmx-com/en/quote/COW/company,COW,
,,,,
iShares Global Infrastructure Index ETF,iShares GlbInfras Un,https://money-tmx-com/en/quote/CIF/company,CIF,
,,,,
iShares Global Monthly Dividend Index ETF (CAD-Hedged),iShares GlblMoDiv Un,https://money-tmx-com/en/quote/CYH/company,CYH,
,,,,
iShares Global Real Estate Index ETF,iShares GlblRlEst Un,https://money-tmx-com/en/quote/CGR/company,CGR,
,,,,
iShares Global Water Index ETF,iShares GlblWater Un,https://money-tmx-com/en/quote/CWW/company,CWW,
,,,,
iShares Gold Bullion ETF,iShare GldBulHdgd Un,https://money-tmx-com/en/quote/CGL/company,CGL,
,iShare GldBul Nn-Hdg,https://money-tmx-com/en/quote/CGL-C/company,CGL-C,
,,,,
iShares Premium Money Market ETF,iShares MoneyMkt Un,https://money-tmx-com/en/quote/CMR/company,CMR,
,,,,
iShares S&P/TSX Canadian Dividend Aristocrats Index ETF,iShr CdnDivAristo Un,https://money-tmx-com/en/quote/CDZ/company,CDZ,
,,,,
iShares S&P/TSX Canadian Preferred Share Index ETF,iShares CdnPref Un,https://money-tmx-com/en/quote/CPD/company,CPD,
,,,,
iShares US Dividend Growers Index ETF (CAD-Hedged),iShare US DivGrow Un,https://money-tmx-com/en/quote/CUD/company,CUD,
,,,,
Manulife Smart Corporate Bond ETF,Manulife SmrtCorp Un,https://money-tmx-com/en/quote/CBND/company,CBND,
,,,,
Manulife Smart Defensive Equity ETF,Manulife SmtDefEq Un,https://money-tmx-com/en/quote/CDEF/company,CDEF,
,,,,
Manulife Smart Dividend ETF,Manulife SmartDiv Un,https://money-tmx-com/en/quote/CDIV/company,CDIV,
,,,,
Mulvihill Canadian Bank Enhanced Yield ETF,Mulvihill CdnBnk Yld,https://money-tmx-com/en/quote/CBNK/company,CBNK,
,,,,
Purpose Credit Opportunities Fund,Purpose CreditOpp Un,https://money-tmx-com/en/quote/CROP/company,CROP,
,PurposeCredOppNCH US,https://money-tmx-com/en/quote/CROP-U/company,CROP-U,
,,,,
Purpose Energy Transition Fund,Purpose Energy Trans,https://money-tmx-com/en/quote/CLMT/company,CLMT,
,,,,
Sprott Physical Gold and Silver Trust,Sprott PhyGld&Sil Tr,https://money-tmx-com/en/quote/CEF/company,CEF,
,Sprott PhyGld&Sil US,https://money-tmx-com/en/quote/CEF-U/company,CEF-U,
,,,,
ADF Group Inc-,ADF Group Inc- SV,https://money-tmx-com/en/quote/DRX/company,DRX,
,,,,
BMO Global Consumer Discretionary Hedged to CAD Index ETF,BMO Glbl ConsmrDiscr,https://money-tmx-com/en/quote/DISC/company,DISC,
,,,,
BRP Inc-,BRP Inc- SV,https://money-tmx-com/en/quote/DOO/company,DOO,
,,,,
CI WisdomTree Canada Quality Dividend Growth Index ETF,CI WisdomCA QualDvNH,https://money-tmx-com/en/quote/DGRC/company,DGRC,
,,,,
CI WisdomTree International Quality Dividend Growth Variably Hedged Index ETF,CIWisdom3IntlDvVarHg,https://money-tmx-com/en/quote/DQI/company,DQI,
,,,,
CI WisdomTree U-S- Quality Dividend Growth Index ETF,CI WisdomTrUSDivGrHG,https://money-tmx-com/en/quote/DGR/company,DGR,
,CI WisdomTrUSDivN-HG,https://money-tmx-com/en/quote/DGR-B/company,DGR-B,
,,,,
CI WisdomTree U-S- Quality Dividend Growth Variably Hedged Index ETF,CI Wisdom3USDvVaryHg,https://money-tmx-com/en/quote/DQD/company,DQD,
,,,,
D-Box Technologies Inc-,D-Box Tech Inc- A J,https://money-tmx-com/en/quote/DBO/company,DBO,
,,,,
D2L Inc-,D2L Inc- J SV,https://money-tmx-com/en/quote/DTOL/company,DTOL,
,,,,
Data Communications Management Corp-,Data Commun Mgt,https://money-tmx-com/en/quote/DCM/company,DCM,
,,,,
Definity Financial Corporation,Definity Fin Corp-,https://money-tmx-com/en/quote/DFY/company,DFY,
,,,,
Delta 9 Cannabis Inc-,Delta 9 Cannabis J,https://money-tmx-com/en/quote/DN/company,DN,
,,,,
Denison Mines Corp-,Denison Mines Corp,https://money-tmx-com/en/quote/DML/company,DML,
,,,,
dentalcorp Holdings Ltd-,dentalcorp Hldg J SV,https://money-tmx-com/en/quote/DNTL/company,DNTL,
,,,,
Descartes Systems Group Inc- (The),Descartes Systems,https://money-tmx-com/en/quote/DSG/company,DSG,
,,,,
Desjardins 1-5 year Laddered Canadian Corporate Bond Index ETF,Desjardins 1-5yrCorp,https://money-tmx-com/en/quote/DCC/company,DCC,
,,,,
Desjardins 1-5 year Laddered Canadian Government Bond Index ETF,Desjardins 1-5yrGovt,https://money-tmx-com/en/quote/DCG/company,DCG,
,,,,
Desjardins Alt Long/Short Equity Market Neutral ETF,Desjardn AltLN/SH Eq,https://money-tmx-com/en/quote/DANC/company,DANC,
,Desjardn AltL/S HgUS,https://money-tmx-com/en/quote/DANC-U/company,DANC-U,
,,,,
Desjardins Alt Long/Short Global Equity Markets ETF,Desjardins L/S Eq Hg,https://money-tmx-com/en/quote/DAMG/company,DAMG,
,Desjardn L/S EqHg US,https://money-tmx-com/en/quote/DAMG-U/company,DAMG-U,
,,,,
Desjardins Canadian Preferred Share Index ETF,Desjardins Cdn Pref,https://money-tmx-com/en/quote/DCP/company,DCP,
,,,,
Desjardins Canadian Short Term Bond Index ETF,Desjardins CdnST Bnd,https://money-tmx-com/en/quote/DCS/company,DCS,
,,,,
Desjardins Canadian Universe Bond Index ETF,DesjardinCA UnivBnd,https://money-tmx-com/en/quote/DCU/company,DCU,
,,,,
Desjardins RI Active Canadian Bond - Net-Zero Emissions Pathway ETF,Desjardins RI CA Bnd,https://money-tmx-com/en/quote/DRCU/company,DRCU,
,,,,
Desjardins RI Canada - Net-Zero Emissions Pathway ETF,DesjardinsRI CdaNZEm,https://money-tmx-com/en/quote/DRMC/company,DRMC,
,,,,
Desjardins RI Canada Multifactor - Net-Zero Emissions Pathway ETF,DesjardnsRI CA MF0Em,https://money-tmx-com/en/quote/DRFC/company,DRFC,
,,,,
Desjardins RI Developed ex-USA ex-Canada - Net-Zero Emissions Pathway ETF,DesjardnRIDvUS-CA NZ,https://money-tmx-com/en/quote/DRMD/company,DRMD,
,,,,
Desjardins RI Emerging Markets - Net-Zero Emissions Pathway ETF,DesjardnRI EmgMktNZ,https://money-tmx-com/en/quote/DRME/company,DRME,
,,,,
Desjardins RI Emerging Markets Multifactor - Net-Zero Emissions Pathway ETF,DesjardnRI EmergMkMF,https://money-tmx-com/en/quote/DRFE/company,DRFE,
,,,,
Desjardins RI Global Multifactor - Fossil Fuel Reserves Free ETF,Desjardins RI GblETF,https://money-tmx-com/en/quote/DRFG/company,DRFG,
,,,,
Desjardins RI USA - Net-Zero Emissions Pathway ETF,DesjardnsRI US NZ Em,https://money-tmx-com/en/quote/DRMU/company,DRMU,
,,,,
Desjardins RI USA Multifactor - Net-Zero Emissions Pathway ETF,DesjardnRI US MFN0Em,https://money-tmx-com/en/quote/DRFU/company,DRFU,
,,,,
Desjardins SocieTerra American Equity ETF,DesjardnSocieTerAmEq,https://money-tmx-com/en/quote/DSAE/company,DSAE,
,,,,
DesjardinsRIDeveloped ex-USAex-Canada Multifactor-Net-ZeroEmissionsPathwayETF,DesjardinsRI DevUSCA,https://money-tmx-com/en/quote/DRFD/company,DRFD,
,,,,
Dexterra Group Inc-,Dexterra Group Inc,https://money-tmx-com/en/quote/DXT/company,DXT,
,,,,
DIRTT Environmental Solutions Ltd-,DIRTT Env Solution J,https://money-tmx-com/en/quote/DRT/company,DRT,
,DIRTT Env SolutnJ Db,https://money-tmx-com/en/quote/DRT-DB/company,DRT-DB,
,DIRTT EnvSolJ 6-25Db,https://money-tmx-com/en/quote/DRT-DB-A/company,DRT-DB-A,
,,,,
Discovery Silver Corp-,Discovery Slvr Crp J,https://money-tmx-com/en/quote/DSV/company,DSV,
,,,,
Diversified Royalty Corp-,Divers Rylty Corp-,https://money-tmx-com/en/quote/DIV/company,DIV,
,Divers Rylty 6% Deb,https://money-tmx-com/en/quote/DIV-DB-A/company,DIV-DB-A,
,,,,
Dividend 15 Split Corp-,Dividend 15 Splt A,https://money-tmx-com/en/quote/DFN/company,DFN,
,Dividend 15 Splt Pr,https://money-tmx-com/en/quote/DFN-PR-A/company,DFN-PR-A,
,,,,
Dividend 15 Split Corp- II,Dividend 15Split 2 A,https://money-tmx-com/en/quote/DF/company,DF,
,Dividend 15Splt 2 Pr,https://money-tmx-com/en/quote/DF-PR-A/company,DF-PR-A,
,,,,
Dividend Growth Split Corp-,Div Growth Splt Cl A,https://money-tmx-com/en/quote/DGS/company,DGS,
,Div Growth Split Pr,https://money-tmx-com/en/quote/DGS-PR-A/company,DGS-PR-A,
,,,,
Dividend Select 15 Corp-,Dividend Select 15Eq,https://money-tmx-com/en/quote/DS/company,DS,
,,,,
Docebo Inc-,Docebo Inc- J,https://money-tmx-com/en/quote/DCBO/company,DCBO,
,,,,
Dollarama Inc-,Dollarama Inc-,https://money-tmx-com/en/quote/DOL/company,DOL,
,,,,
Doman Building Materials Group Ltd-,Doman Bldg Materials,https://money-tmx-com/en/quote/DBM/company,DBM,
,,,,
Dominion Lending Centres Inc-,Dominion Lending J A,https://money-tmx-com/en/quote/DLCG/company,DLCG,
,,,,
Dorel Industries Inc-,Dorel Ind Inc A MV,https://money-tmx-com/en/quote/DII-A/company,DII-A,
,Dorel Ind Inc B SV,https://money-tmx-com/en/quote/DII-B/company,DII-B,
,,,,
Dream Impact Trust,Dream Impact 5-5 Deb,https://money-tmx-com/en/quote/MPCT-DB/company,MPCT-UN,
,Dream Impact 5-75 Db,https://money-tmx-com/en/quote/MPCT-DB-A/company,MPCT-DB-A,
,Dream Impact Tr Un,https://money-tmx-com/en/quote/MPCT-UN/company,MPCT-UN,
,,,,
